time[s],wz1[dps],wz2[dps],wz3[dps],fz1[mps2],fz2[mps2],fz3[mps2]
76.0700,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.0800,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.0900,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.1000,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.1100,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.1200,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.1300,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.1400,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.1500,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.1600,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.1700,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.1800,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.1900,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.2000,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.2100,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.2200,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.2300,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.2400,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.2500,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.2600,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.2700,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.2800,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.2900,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.3000,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.3100,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.3200,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.3300,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.3400,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.3500,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.3600,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.3700,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.3800,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.3900,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.4000,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.4100,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.4200,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.4300,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.4400,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.4500,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.4600,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.4700,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.4800,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.4900,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.5000,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.5100,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.5200,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.5300,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.5400,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.5500,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.5600,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.5700,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.5800,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.5900,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.6000,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.6100,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.6200,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.6300,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.6400,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.6500,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.6600,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.6700,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.6800,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.6900,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.7000,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.7100,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.7200,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.7300,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.7400,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.7500,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.7600,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.7700,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.7800,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.7900,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.8000,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.8100,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.8200,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.8300,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.8400,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.8500,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.8600,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.8700,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.8800,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.8900,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.9000,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.9100,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.9200,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.9300,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.9400,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.9500,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.9600,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.9700,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.9800,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
76.9900,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.0000,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.0100,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.0200,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.0300,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.0400,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.0500,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.0600,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.0700,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.0800,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.0900,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.1000,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.1100,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.1200,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.1300,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.1400,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.1500,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.1600,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.1700,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.1800,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.1900,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.2000,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.2100,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.2200,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.2300,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.2400,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.2500,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.2600,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.2700,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.2800,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.2900,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.3000,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.3100,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.3200,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.3300,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.3400,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.3500,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.3600,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.3700,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.3800,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.3900,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.4000,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.4100,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.4200,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.4300,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.4400,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.4500,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.4600,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.4700,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.4800,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.4900,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.5000,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.5100,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.5200,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.5300,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.5400,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.5500,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.5600,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.5700,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.5800,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.5900,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.6000,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.6100,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.6200,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.6300,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.6400,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.6500,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.6600,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.6700,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.6800,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.6900,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.7000,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.7100,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.7200,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.7300,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.7400,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.7500,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.7600,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.7700,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.7800,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.7900,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.8000,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.8100,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.8200,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.8300,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.8400,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.8500,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.8600,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.8700,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.8800,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.8900,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.9000,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.9100,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.9200,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.9300,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.9400,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.9500,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.9600,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.9700,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.9800,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
77.9900,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.0000,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.0100,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.0200,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.0300,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.0400,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.0500,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.0600,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.0700,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.0800,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.0900,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.1000,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.1100,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.1200,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.1300,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.1400,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.1500,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.1600,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.1700,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.1800,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.1900,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.2000,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.2100,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.2200,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.2300,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.2400,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.2500,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.2600,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.2700,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.2800,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.2900,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.3000,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.3100,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.3200,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.3300,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.3400,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.3500,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.3600,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.3700,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.3800,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.3900,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.4000,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.4100,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.4200,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.4300,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.4400,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.4500,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.4600,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.4700,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.4800,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.4900,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.5000,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.5100,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.5200,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.5300,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.5400,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.5500,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.5600,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.5700,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.5800,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.5900,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.6000,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.6100,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.6200,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.6300,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.6400,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.6500,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.6600,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.6700,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.6800,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.6900,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.7000,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.7100,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.7200,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.7300,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.7400,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.7500,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.7600,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.7700,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.7800,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.7900,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.8000,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.8100,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.8200,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.8300,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.8400,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.8500,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.8600,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.8700,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.8800,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.8900,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.9000,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.9100,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.9200,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.9300,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.9400,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.9500,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.9600,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.9700,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.9800,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
78.9900,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
79.0000,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
79.0100,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
79.0200,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
79.0300,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
79.0400,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
79.0500,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
79.0600,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
79.0700,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
79.0800,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
79.0900,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
79.1000,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
79.1100,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
79.1200,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
79.1300,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
79.1400,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
79.1500,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
79.1600,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
79.1700,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
79.1800,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
79.1900,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
79.2000,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
79.2100,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
79.2200,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
79.2300,-0.00193409,+0.00349380,-0.00122839,+0.090694,+9.810749,+0.275725
